date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:56:55	1217/1217	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:55%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/12.svg?c1=%236930C3&c3=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/128bee.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:55	1670/1670	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:56%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/12_001.svg?c1=%236930C3&c3=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/12_0018bee.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:55	1670/1670	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:56%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/12_001.svg?c1=%236930C3&c3=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/12_001d16b.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:56	3195/3195	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:56%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/13.svg?c1=%236930C3&c4=%23ffffff	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/139982.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:56	4593/4593	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:56%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/13_001.svg?c1=%236930C3&c4=%23ffffff	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/13_0019982.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:56	4501/4501	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:56%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/14.svg?c1=%236930C3&c4=%23ffffff	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/149982.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:56	171/171	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:57%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/01.svg?c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/01b7bb.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:57	897/897	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:57%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/01_001.svg?c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/01_001b7bb.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:57	449/449	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:57%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/02.svg?c1=%236930C3&c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/02b452.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:57	222/222	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:58%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/03.svg?c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/03b7bb.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:58	191/191	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:58%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/04.svg?c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/0414ce.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:58	226/226	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:58%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/05.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/05c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:58	253/253	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:58%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/06.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/06c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:58	252/252	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:58%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/07.svg?c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/0714ce.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:58	346/346	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:59%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/08.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/08c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:59	236/236	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:59%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/09.svg?c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/0932b8.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:59	363/363	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:00%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/10.svg?c1=%236930C3&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/10dd80.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:00	259/259	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:00%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/10_001.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/10_001c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:00	243/243	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:00%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/11.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/11c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:00	276/276	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:00%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blobs/12.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blobs/12c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:00	1530/1530	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:01%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blocks/01.svg?c1=%236930C3&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blocks/01446c.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:00	1507/1507	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:01%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blocks/01_001.svg?c1=%236930C3&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blocks/01_001446c.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:01	1497/1497	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:01%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blocks/02.svg?c1=%236930C3&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blocks/02446c.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:01	1481/1481	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:01%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blocks/02_001.svg?c1=%236930C3&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blocks/02_001446c.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:01	1210/1210	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:01%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blocks/03.svg?c1=%236930C3&c4=%23ffffff	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blocks/039982.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:01	1108/1108	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:02%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Blocks/04.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Blocks/047677.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:01	229/229	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:02%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/01.svg?c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/01b7bb.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:02	487/487	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:02%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/02.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/029546.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:02	422/422	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:02%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/03.svg?c1=%236930C3&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/03446c.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:02	313/313	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:02%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/04.svg?c2=%23333038&c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/0464c7.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:02	250/250	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:03%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/05.svg?c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/0514ce.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:03	243/243	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:03%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/05_001.svg?c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/05_00132b8.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:03	282/282	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:03%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/06.svg?c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/0614ce.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:03	282/282	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:03%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/06_001.svg?c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/06_00132b8.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:03	324/324	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:04%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/07.svg?c1=%236930C3&c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/07b452.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:03	355/355	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:04%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/07_001.svg?c1=%236930C3&c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/07_001b452.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:04	238/238	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:04%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/08.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/08c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:04	314/314	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:04%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/09.svg?c2=%23333038&c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/0964c7.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:04	566/566	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:04%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/10.svg?c1=%236930C3&c3=%23e5e5e5&c4=%23ffffff&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/10eda7.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:04	451/451	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:05%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/10_001.svg?c1=%236930C3&c4=%23ffffff&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/10_001cc56.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:04	735/735	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:05%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/11.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/119546.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:05	305/305	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:05%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/11_001.svg?c1=%236930C3&c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/11_001b452.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:05	353/353	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:05%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/12.svg?c1=%236930C3&c2=%23333038&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/126418.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:05	331/331	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:05%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Bold/12_001.svg?c1=%236930C3&c2=%23333038&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Bold/12_0016418.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:05	8868/8868	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:06%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/01.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c4=%23ffffff&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/012cf8.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:05	11870/11870	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:06%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/02.svg?c1=%23110d16&c2=%23110d16&c3=%23ffffff&c5=%23ffffff	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/0226dd.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:06	11868/11868	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:06%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/03.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/037677.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:06	14611/14611	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:06%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/04.svg?c1=%236930C3&c2=%23333038&c4=%23ffffff&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/046ef5.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:06	8871/8871	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:06%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/05.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/057677.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:06	8064/8064	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:07%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/06.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/067677.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:06	4381/4381	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:07%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/07.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/077677.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:07	7564/7564	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:07%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/08.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/087677.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:07	6452/6452	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:07%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/09.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/099546.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:07	205384/205384	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:07%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/10.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/107677.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:08	23005/23005	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:08%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/11.svg?c1=%236930C3&c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/117aa1.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:08	54655/54655	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:08%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/12.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/127677.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:08	3911/3911	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:09%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/13.svg?c1=%236930C3&c2=%23333038&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/136418.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:08	12998/12998	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:09%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Floats/14.svg?c1=%236930C3&c2=%23333038&c3=%23e5e5e5&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Floats/147677.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:09	380/380	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:09%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Origins/01.svg?c2=%23333038&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Origins/0135da.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:09	145/145	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:09%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Origins/02.svg?c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Origins/0232b8.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:09	509/509	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:09%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Origins/02_001.svg?c4=%23ffffff&c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Origins/02_001d1e5.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:09	142/142	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:10%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Origins/03.svg?c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Origins/0332b8.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:10	141/141	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:10%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Origins/04.svg?c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Origins/0432b8.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:57:10	152/152	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:57:10%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Origins/04_001.svg?c3=%23e5e5e5	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Origins/04_00132b8.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
